Landuse,Geology,DEM,Slope,Curvature,Aspect,NDVI,SPI,TWI,Dis2catchment,Dis2drainage,Dis2road,Dis2fault,X,Y,label
2,1,33,6.439670086,24.62669945,206.5650024,8337,-0.572088003,3.790960073,6250.431333,549.5146111,91.58623558,397.2423894,802255.7856,807544.8466,0
2,3,11,4.563129902,4.445759773,198.4349976,8099,-1.265239954,3.790970087,5309.662752,234.9082474,126.4738549,754.825232,804042.2558,807453.6181,0
2,2,9,0,0,300,2333,0.9,7.3,4782.120264,411.5615513,225.1031946,576.4184531,811366.1652,815805.4956,0
2,3,340,20.43449974,19.11630058,208.3009949,7158,0.622138977,2.596740007,5098.9446,349.2033538,311.1516197,1247.641598,804210,808800,0
3,3,378,31.24850082,26.85510063,225,6448,1.109850049,2.109030008,2441.410038,495.2010656,439.9426289,348.6352817,802980,808360,0
2,3,318,21.75230026,27.84469986,145.3049927,6747,2.482419968,4.319970131,2998.488268,630.8905366,336.3251069,827.7123205,803820,810920,0
2,3,140,28.52809906,26.8593998,248.1990051,6305,0.999881029,2.218990088,5170.504993,516.8863093,198.7531176,2122.932969,803070,811350,0
3,3,257,24.8885994,10.35739994,202.3800049,6501,0.841441989,2.377429962,3762.681875,646.8710816,44.91519965,1405.025404,803770,810280,0
2,3,51,17.70280075,38.52489853,108.4349976,6537,0.467485994,2.75138998,276.1366164,250.9121212,273.3488935,263.5189001,801810,809180,0
2,3,72,24.95289993,27.17950058,310.6010132,7149,0.497808009,2.027920008,6560.220977,511.8192548,3.378797178,196.5690258,801700,809750,0
2,3,71,9.069109917,57.28219986,71.56500244,6427,1.037350059,4.707250118,6535.398784,322.7643233,225.0088135,142.0236147,803680,807580,0
2,3,297,31.93359947,1.832249999,148.2409973,7176,4.272140026,5.217730045,4394.109116,299.3279895,97.6227905,459.9969226,805960,810000,0
2,3,439,18.21319962,23.14780045,237.529007,6680,1.191009998,3.414160013,4340.380863,323.8224235,140.0098211,636.5107474,807850,812460,0
3,3,330,47.71110153,23.17560005,189.2460022,6668,1.357640028,1.168089986,1547.760841,424.1181677,354.0983542,129.3677786,808750,811160,0
2,3,294,31.93379974,6.699719906,148.2409973,6991,3.082560062,4.028130054,1967.505171,332.6565236,339.4312899,422.8623661,808960,810420,0
2,3,750,21.51420021,3.79031992,140.1940002,5141,5.211130142,7.072939873,2188.916683,215.2478651,147.0802564,671.4081827,809540,811880,0
2,3,395,27.23500061,3.88677001,191.3099976,7031,3.02470994,4.353050232,62.5811603,912.8619817,266.7975129,845.5705802,809620,810790,0
2,3,505,11.41390038,6.069829941,90,7082,0.00939335,3.209480047,37.26123528,738.326219,310.3078399,1024.912363,811170,812070,0
3,3,659,19.99990082,24.27260017,213.6900024,6625,0.598748982,2.620130062,108.1667442,417.4159164,9.391342589,626.1863608,808864.2706,813601.9696,0
1,3,422,26.37369919,30.30920029,284.743988,6907,0.907920003,2.310960054,133.2999045,296.0715322,8.29884505,977.0279182,807400,814740,0
2,3,126,39.61959839,12.95180035,142.4309998,6603,1.073940039,1.451789975,75.25139614,224.6912533,162.7087406,538.4550731,806530,815270,0
3,3,80,35.55400085,7.939630032,317.8619995,6537,1.273569942,1.945309997,90.46003342,588.6474435,380.2586505,132.2519735,807030,815480,0
3,3,332,38.73180008,25.2894001,102.723999,7305,1.388870001,1.830010056,87.66402318,619.560534,283.441566,444.288472,808820,815640,0
3,3,143,20.00020027,20.23019981,236.3099976,6927,2.544680119,4.566020012,36.76987057,560.1873862,34.79991727,628.3832815,811560,814540,0
3,1,136,17.06870079,14.14540005,279.4620056,7952,0.082095698,2.44362998,454.327012,503.1450068,313.5122581,246.5009203,810523.1817,808506.4653,0
3,1,107,18.21489906,43.44260025,237.529007,6987,1.596570015,3.81953001,530.7032423,713.7982462,273.1067641,347.7780634,810104.0809,808087.3645,0
3,1,869,43.04779816,29.37660027,181.5480042,4089,1.194669962,1.331060052,355.2179361,566.8351915,317.1936586,25.47238168,809636.5506,812421.2058,0
3,1,6,0,0,300,2036,0.9,7.3,374.1571603,451.3167236,9.310444863,479.555321,807246.264,809461.3697,0
3,1,8,8.370610237,26.49139977,210.9640045,5481,0.9,7.3,240.21368,315.1982831,92.48515909,612.0111654,807319.0246,809666.4222,0
2,1,68,10.88010025,35.44580078,66.80139923,7289,1.569710016,4.868040085,19.63802202,205.5748433,71.78172048,397.631864,802035.2849,807857.9915,0
2,1,67,13.46459961,38.64189911,71.56500244,7871,3.61390996,6.472939968,34.650417,238.6178491,191.7378338,457.9977113,810399.4422,815915.9922,0
3,2,15,4.562950134,9.314390182,161.5650024,4280,-0.91870302,4.137579918,21.60570158,255.9868604,83.76815488,366.046574,810843.7761,814899.1617,0
3,2,106,18.60680008,31.58939934,12.9946003,7290,0.52078402,2.698090076,606.7305303,668.7514757,203.2414265,181.0367109,809018.1474,808813.7328,0
3,2,118,24.09530067,4.287889957,253.6100006,7128,3.923899889,5.533299923,586.3222933,318.0087113,169.8299152,36.56659595,802773.9683,807535.7928,0
2,3,107,28.57999992,48.22890091,256.6080017,8035,1.002040029,2.216840029,62.54883596,380.5880739,32.28725343,897.4124158,802890.3852,811546.8841,0
3,2,11,4.562990189,24.20330048,108.4349976,3702,-0.918694019,4.137569904,440.7896091,498.0594007,332.4239078,668.6621718,811199.9729,815434.8989,0
2,3,47,0,0,300,2038,0.9,7.3,619.0028132,566.4341221,213.7368352,787.8605358,807585.8234,810026.6896,0
2,3,36,10.31340027,14.78730011,303.6900024,7022,1.291829944,4.699639797,2552.0218,914.1888387,37.44032118,703.6988831,802504.7046,809934.7525,0
2,3,13,8.60972023,60.92819977,270,8454,0.414815992,4.190350056,2698.606351,762.6844101,204.0023912,678.4414155,802345.9543,809781.2939,0
2,3,28,4.082540035,51.29249954,225,8384,0.925637007,6.2052598,4398.419819,754.4170922,291.2322603,284.4633392,802060.2037,809495.5433,0
2,3,50,19.64010048,31.21179962,261.8699951,7555,1.331099987,3.391849995,4259.518751,856.5505247,163.7213783,117.5784021,801626.2862,809484.96,0
2,3,156,31.93359947,0.235479996,301.7590027,6426,0.790069997,1.735659957,3220.961358,500.0158528,171.0805112,154.474305,801874.995,810014.1277,0
1,3,183,28.52759933,56.46450043,291.8009949,7289,0.999858975,2.21901989,3720.202433,633.8172465,7.250603483,354.6457371,801906.7451,810167.5863,0
2,3,31,4.562540054,49.74069977,108.4349976,8053,0.872968018,5.929430008,3657.863717,233.1686201,43.33135167,403.2797556,802631.7048,810093.5028,0
2,3,23,4.562479973,60.14289856,341.5650024,8318,0.690632999,5.747119904,265.1956932,301.3683568,246.1453182,1336.366887,802240.1207,809379.1264,0
2,3,26,29.43460083,18.74559975,116.5650024,8056,0.690638006,1.835090041,41.61869096,10.75368338,272.2483163,484.6128742,802181.9123,809680.752,0
2,3,26,26.77960014,37.43270111,270,8300,0.925628006,2.293250084,38.36080359,73.65590465,392.9147539,479.2824559,801912.0367,809008.709,0
2,3,35,22.59589958,19.59449959,284.0360107,7049,0.386218011,2.139509916,38.36080359,73.65590465,392.9147539,479.2824559,801986.1202,808760.0002,0
3,3,43,8.371870041,44.16960144,300.9639893,7501,-0.306759,3.525640011,74.02607313,201.0204278,263.7112585,417.1180611,802049.6203,808363.1244,0
2,3,54,14.16489983,35.33470154,270,7427,-0.113930002,2.639659882,46.34711832,69.39108047,258.6932837,547.3766161,802128.9955,808273.1659,0
2,1,57,18.2147007,23.51449966,184.3990021,7709,1.537670016,3.76064992,92.73128956,156.1661082,344.4913492,341.6203732,802192.4956,807754.5815,0
2,2,42,20.43740082,22.32629967,241.6990051,7749,0.622292995,2.596580029,193.1249658,83.66262702,301.9479188,636.7112928,802367.121,807527.0394,0
2,2,60,16.05389977,15.99779987,322.125,7794,0.0172475,2.508480072,527.0326031,535.9249025,263.2129385,570.9876547,802081.3704,808003.2903,0
2,1,45,17.0685997,33.42699814,350.5379944,7187,0.428660989,2.790220022,779.8586572,228.898057,260.1847907,254.6921103,801874.995,808035.0404,0
2,2,30,8.610819817,21.10040092,180,8217,0.41494599,4.190219879,840.2243886,84.7031737,253.6009349,74.9338434,802785.1635,807220.1221,0
2,2,39,8.610859871,17.88870049,90,8019,2.555020094,6.330289841,573.0796961,70.68128693,302.3517082,53.52722247,802541.7463,807468.8309,0
2,2,37,23.18580055,35.42699814,315,8293,0.761521995,2.457350016,868.5588112,258.9622143,112.2819509,667.8520397,802647.5799,807331.2473,0
2,2,34,21.51600075,1.168249965,219.8059998,8101,0.332049996,2.193680048,488.7779551,195.642284,296.9340484,329.8505126,802938.6221,807209.5387,0
2,1,54,16.05349922,38.29930115,142.125,6801,0.710371017,3.201649904,687.2917934,167.7427202,131.5513046,546.1856542,802547.038,806733.2878,0
2,1,14,6.439610004,15.18299961,333.4349976,7691,-0.918671012,3.444400072,862.3023019,318.81902,170.9964258,674.3983546,802557.6214,807061.3718,0
2,3,470,18.60700035,47.34189987,77.00540161,6962,0.520793021,2.698080063,1201.030045,505.3304933,192.1344474,492.4325503,804531.417,809326.2096,0
2,3,19,12.71889973,44.16839981,153.4349976,8045,0.120913997,3.097959995,679.4269058,388.2332994,290.209881,406.8849605,806415.2541,809289.1679,0
2,2,44,2.043859959,69.96420288,315,7620,0.974424005,7.640349865,6.556602022,247.5863649,266.4601724,1004.280031,806018.3783,809357.9597,0
3,3,45,19.36540031,55.65209961,21.03750038,7959,0.563827991,2.655050039,23.29143904,38.15121301,281.2699084,1066.059928,805801.4195,809220.3761,0
3,3,14,8.370630264,64.33570099,210.9640045,5794,1.079380035,4.912079811,0.473274521,39.02867174,311.3592755,1081.012105,807002.6303,809781.2939,0
2,1,7,16.05170059,76.26399994,15.25510025,6327,0.363674998,2.855200052,43.86878781,97.71694154,155.5998267,982.9841228,807023.797,809675.4603,0
2,3,47,0,0,300,2214,0.9,7.3,36.08742983,81.0151191,314.9964425,602.2680364,807648.2149,809818.3356,0
2,3,47,0,0,300,2114,0.9,7.3,48.28927512,184.8009682,248.5517492,523.8398493,807886.3404,810199.3364,0
3,3,48,16.05190086,61.32889938,15.25510025,2280,0.9,7.3,13.62250242,127.1485069,106.6393638,166.4315738,807907.5071,810411.0035,0
3,3,47,0,0,300,1964,0.9,7.3,0.236472231,264.8768156,118.0385727,214.6273575,807341.2976,810135.8363,0
3,3,60,17.70319939,50.31679916,108.4349976,5702,0.467505991,2.751369953,4.992085131,346.8517826,121.3613187,347.1218775,806976.1719,810278.7115,0
3,3,47,0,0,300,2509,0.9,7.3,589.6499289,7.244254545,154.6969597,663.63936,807791.0902,810855.5044,0
1,3,47,0,0,300,1891,0.9,7.3,766.438259,378.8087647,486.1302864,160.0671288,807695.84,810178.1697,0
3,3,47,0,0,300,2179,0.9,7.3,179.220572,625.8260804,264.9087895,616.6917546,807674.6733,810019.4194,0
3,3,47,0,0,300,1962,0.9,7.3,485.6881447,245.0625104,204.0069815,513.9021372,807542.3813,809908.2941,0
3,3,47,0,0,300,1935,0.9,7.3,73.62317742,555.0376879,371.2266031,194.8637331,807203.714,810056.4611,0
3,3,47,0,0,300,1897,0.9,7.3,34.17695097,581.3780441,388.822969,113.3708503,807494.7562,810088.2112,0
3,3,47,0,0,300,2507,0.9,7.3,32.12623534,754.263776,405.0643725,416.0401033,807452.4228,810373.9617,0
3,3,47,0,0,300,2184,0.9,7.3,768.5363546,360.5267315,381.6451484,230.5921779,807505.3396,810596.2122,0
3,3,47,0,0,300,2052,0.9,7.3,763.6634471,134.2812824,315.9912427,5.962177643,807685.2566,810696.754,0
3,3,47,0,0,300,2149,0.9,7.3,521.75644,453.0423551,281.9106525,437.1178578,807658.7982,810866.0877,0
3,3,47,0,0,300,2437,0.9,7.3,982.5190158,311.3366649,396.3213483,363.0554043,807468.2979,810754.9625,0
2,3,47,0,0,300,2291,0.9,7.3,537.8265759,57.19903392,195.3565724,660.895535,807330.7142,810405.7118,0
2,3,47,0,0,300,2271,0.9,7.3,326.4528445,139.6003045,308.1869735,856.4054606,807145.5055,810135.8363,0
3,3,47,0,0,300,1992,0.9,7.3,358.470146,159.0429264,213.4954308,866.210206,807743.4651,810321.045,0
3,3,47,0,0,300,1996,0.9,7.3,1922.296519,593.1406868,639.4163462,852.0782778,807574.1314,810511.5453,0
2,3,47,0,0,300,2201,0.9,7.3,1645.293195,292.6781024,351.7380056,585.3224126,807796.3818,810675.5873,0
2,3,299,0,26.2534008,300,7155,0.9,7.3,705.7575257,687.2244116,192.640491,509.1161516,803901.7074,810702.0457,0
3,2,4,0,0,300,7510,0.9,7.3,51.65123504,343.549973,220.296919,165.5887593,804171.5829,812278.9655,0
2,3,3,0,0,300,1223,-6.265900135,16.75989914,0.292804755,342.130983,202.3929541,243.312846,804002.2493,812919.2585,0
2,2,3,0,0,300,6203,-4.370100021,18.65579987,55.83708341,65.79042121,132.3021593,144.3675501,803875.249,812781.6749,0
3,2,5,0,0,300,5780,0.9,7.3,225.0506226,234.9773114,191.5170694,122.9868412,804203.333,812681.133,0
2,2,3,0,0,300,1222,-8.111729622,14.91409969,529.0997426,269.8118034,283.1924186,25.03570667,804012.8326,812808.1333,0
2,3,1,0,0,300,1135,-6.959050179,16.06679916,733.5557151,125.5748435,237.3203965,535.1170138,804446.7501,812797.5499,0
3,2,6,2.043989897,2.758229971,45,4385,-1.723459959,4.942339897,528.3949502,146.2331071,233.784814,307.0417043,804356.7916,812712.8831,0
3,3,30,12.71990013,22.72489929,296.5650024,6453,0.814148009,3.791019917,853.2111265,144.5691026,188.6664149,414.0157584,804594.9171,813982.8856,0
3,3,245,8.124629974,27.19580078,135,4937,-0.337154001,3.556030035,366.3844506,488.4328462,255.4647826,394.6386854,804796.0008,813469.5929,0
2,3,273,6.439229965,10.52830029,206.5650024,5709,-0.572157025,3.79102993,689.6792008,318.5250259,246.357409,582.6746025,804970.6262,813421.9678,0
3,3,6,2.889499903,28.46960068,180,7416,0.414900005,6.387489796,76.13848775,478.5868245,224.2741653,114.4753577,806468.1709,814342.7197,0
2,3,9,2.044039965,33.19910049,45,7924,-1.723440051,4.942309856,49.46499938,624.1906455,170.5440034,23.14139119,806521.0876,814173.386,0
2,3,38,12.24860001,23.13290024,54.46229935,6415,0.082016997,3.136859894,594.856055,77.04201639,179.752036,801.4305043,806634.4549,813842.1227,0
2,2,1,0,0,300,1054,-6.907760143,16.11809921,628.4920444,4.152931805,323.608184,572.5901399,803785.2905,812189.007,0
2,2,5,2.04399991,34.27529907,45,4201,-1.723459959,4.942329884,418.329248,17.26836497,419.422881,279.1608618,803563.04,812956.3002,0
3,3,10,2.043869972,19.07589912,315,6719,-0.278333008,6.387579918,592.8043339,125.440568,317.5643002,46.68796688,802282.4541,809649.002,0
2,2,34,10.11870003,24.78709984,8.13010025,7244,-0.113932997,3.332809925,293.4824004,2.029379186,201.5156752,23.84863357,801816.7865,808082.6655,0
3,3,371,6.438660145,12.28880024,116.5650024,7040,-0.918820024,3.444550037,1521.480464,68.60015365,333.606556,526.9375475,802801.0385,808595.9582,0
2,1,7,0,0,300,3617,-6.725430012,16.30039978,1975.841823,163.6179542,349.3837446,2.630038675,806912.6717,809474.3766,0
2,3,47,0,0,300,2032,0.9,7.3,2022.323184,198.1482487,450.9248935,73.36490324,807362.4643,810003.5443,0
3,3,47,0,0,300,1977,0.9,7.3,1956.360857,120.6240263,456.1250907,179.9990725,807775.2151,810093.5028,0
2,3,47,0,0,300,2013,0.9,7.3,2123.077685,376.2308436,426.8141047,260.3752758,807722.2984,810426.8785,0
2,2,6,0,4.171710014,300,6527,0.9,7.3,2508.322245,678.5550175,642.4298834,528.4978009,809415.6351,809125.1259,0
2,3,13,0,0,300,3209,0.9,7.3,3616.237504,232.2901065,178.7274839,740.2153708,810955.5132,809903.0025,0
2,3,18,12.87180042,43.0469017,173.6600037,2701,0.133273005,3.085599899,3251.73117,257.1840333,129.9980909,687.7007808,811077.2217,809977.0859,0
2,3,12,5.763899803,6.865650177,180,3522,-0.683793008,3.902669907,2942.841209,39.65010107,264.9926715,471.743531,811098.3884,809918.8775,0
2,2,16,6.438739777,16.40970039,153.4349976,3478,-0.918807983,3.444540024,2950.212486,120.8999759,198.4296237,431.5996177,809177.5096,809241.5428,0
2,2,12,4.562960148,25.52230072,18.43490028,3780,0.9,7.3,3521.642799,141.595079,212.3042987,713.3527893,810828.5129,815014.7627,0
2,2,12,6.111559868,19.97570038,315,4630,-0.971378028,3.49710989,3378.327621,198.3544697,213.6157426,554.1943798,811082.5134,815226.4298,0
2,2,12,0,13.8657999,300,2190,0.9,7.3,1151.472258,515.4866939,338.9091704,484.5740189,811124.8468,815364.0134,0
2,2,9,0,0,300,1824,0.9,7.3,1358.112929,485.5361478,317.8696009,481.9978969,811564.056,815866.7227,0
2,2,9,0,0,300,4152,0.9,7.3,680.5368497,556.5337468,490.9585533,512.4920947,811484.6809,815797.9309,0
2,2,9,0,0,300,3436,0.9,7.3,1200.019404,60.83759524,296.179653,89.97960348,811442.3475,815951.3896,0
2,2,9,0,0,300,1885,0.9,7.3,1615.830392,170.4090857,279.0718643,192.9154625,811532.306,815930.2228,0
2,1,7,0,0,300,3161,-6.645390034,16.38050079,2224.638568,84.36346642,224.5941166,331.6860425,811865.6816,816782.1829,0
2,1,7,4.563109875,31.36310005,251.5650024,3247,-4.834579945,18.19129944,2322.486634,7.61108948,164.7149542,423.4701877,811728.098,816914.4748,0
2,2,9,0,0,300,2663,0.9,7.3,3140.736263,148.1742969,289.6240769,421.4364567,811384.139,815671.989,0
3,2,19,5.764400005,3.012020111,0,7599,-0.683704972,3.902580023,2889.693703,127.6990764,298.8118351,606.1054164,810971.3882,814693.0287,0
2,3,165,11.75529957,12.4460001,165.9640045,7350,0.039687201,3.17918992,3664.529263,629.732684,266.518885,233.5266846,810706.8043,811057.6464,0
2,3,195,16.05200005,23.29120064,142.125,7545,1.462309957,3.953789949,3080.05923,134.5309657,496.0454284,125.8918728,810384.012,810967.6879,0
3,3,284,11.41409969,23.42749977,0,7017,0.0094124,3.20946002,2683.542373,470.8990824,526.1045604,401.6319482,811548.181,813094.9422,0
3,3,300,12.71969986,39.93080139,296.5650024,7261,0.120982997,3.0978899,3942.92736,7.316543096,446.762423,855.2145637,811527.0143,813010.2753,0
3,3,80,8.124079704,36.2745018,225,7428,0.761389017,4.654709816,3812.065389,85.35022501,387.3518161,781.3952517,808934.0925,809713.5604,0
2,2,93,7.333250046,22.33989906,348.6900024,7883,-0.440889001,3.659770012,5010.464586,169.5214464,454.2780584,1106.910788,809561.1562,808453.7003,0
2,2,74,5.764729977,18.29630089,90,7443,1.272359967,5.858540058,5098.307097,245.6132436,393.4127331,981.1516997,808998.9155,808149.4288,0
2,3,225,6.111100197,32.82249832,225,7577,2.707319975,7.175960064,5894.996675,942.0029361,372.145891,1122.123305,810315.2202,811092.9243,0
2,3,439,0,20.00200081,300,5634,0.9,7.3,5724.931425,752.6171988,268.5501435,1030.983507,808205.1639,813083.9178,0
2,1,7,0,13.8664999,300,1423,-6.502289772,16.52359962,7128.923417,920.6882548,246.7511995,1095.991878,811743.9731,816721.946,0
2,2,14,4.563010216,18.19729996,288.4349976,2032,-0.918687999,4.137559891,7996.246092,937.1839945,461.2194074,50.7120237,811803.5044,815709.9127,0
2,2,8,5.764550209,25.47319984,0,1851,-0.683679998,3.902559996,8230.05173,1112.297435,347.0149651,293.8019801,811446.3162,816067.1009,0
2,2,9,2.04411006,31.97019958,315,3682,-1.723399997,4.942279816,8296.37821,1248.8713,226.8762782,768.1391628,811366.9411,815954.6528,0
3,2,9,5.764490128,30.98679924,0,5814,0.9,7.3,9233.053601,821.8318604,424.3020757,987.3325878,811062.6696,815478.4018,0
2,3,6,5.764520168,30.19650078,270,5446,-0.683686018,3.902559996,11103.18158,3.010733196,253.9585865,749.4446495,810989.9091,815749.6003,0
2,2,10,0,28.53700066,300,7865,0.9,7.3,11619.81838,429.4586191,195.427489,1135.84534,810890.6901,815630.5375,0
2,2,12,6.439439774,34.67810059,206.5650024,3724,-0.918699026,3.444430113,11119.77292,532.4861734,187.2237479,500.9807205,811058.2323,815139.8723,0
2,2,9,0,0,300,6757,0.9,7.3,12459.57668,891.2549922,306.9664242,836.9037599,811635.0252,815811.9153,0
2,2,9,0,0,300,2528,0.9,7.3,12163.9879,394.6702037,170.1798895,1040.307071,811550.3583,815732.5401,0
2,3,17,6.111680031,4.902160168,45,4985,-0.971356988,3.497090101,11262.39842,182.237937,190.8669747,1258.317084,807893.8093,816325.208,0
2,3,7,0,24.43470001,300,7766,0.9,7.3,9152.820055,968.6704175,381.1186243,985.6206127,807856.7676,816515.7084,0
2,3,70,17.06830025,42.30879974,170.5379944,6983,0.428642988,2.790230036,5845.564508,276.1233111,310.1276892,291.6965377,807507.5169,816674.4587,0
3,3,111,10.11830044,13.12380028,45,7277,-0.460545003,2.986269951,5786.858516,259.2425958,326.6013753,264.5361653,807576.3087,815579.0815,0
2,3,441,0,0,300,6833,0.9,7.3,4942.09783,259.3074972,337.545369,356.712521,808317.1435,813054.9514,0
2,3,456,5.764259815,22.53199959,180,6593,-0.683731019,3.902610064,4980.056455,214.5279709,313.7540835,417.6494965,808089.6014,813293.0769,0
2,3,437,0,13.86470032,300,2749,0.9,7.3,5698.260973,177.0963254,123.1521639,436.7357187,808084.3097,813039.0764,0
3,3,442,0,30.19389915,300,2388,0.9,7.3,3344.239788,162.5184338,214.2206437,284.0480693,808486.4772,812927.9512,0
2,3,443,0,0,300,2768,0.9,7.3,3307.161913,58.02151593,111.4922635,128.8664608,808512.9356,813039.0764,0
2,3,454,6.43915987,39.07770157,26.56509972,7158,0.9,7.3,3277.280874,48.37355556,189.8504107,166.7665408,809015.6449,812827.4093,0
2,3,47,0,0,300,2039,0.9,7.3,3411.419885,119.9452427,136.7027892,156.195932,807719.184,810779.5302,0
3,3,47,0,0,300,2932,0.9,7.3,3451.746667,255.947208,162.6680673,350.9124552,807650.3922,811160.531,0
2,3,47,0,0,300,2516,0.9,7.3,4074.633837,430.9317573,357.6239825,427.6535949,807597.4754,811054.6974,0
2,3,321,4.562789917,33.67309952,251.5650024,6743,-0.918736994,4.137609959,4227.195748,588.7248116,256.4099983,455.9332184,805544.3046,813086.7015,0
2,3,340,12.7198,51.19729996,296.5650024,6242,0.120986998,3.0978899,4427.898072,817.5935753,269.2328239,395.5683712,805840.6386,813240.1601,0
3,3,310,6.111289978,17.08329964,45,5134,0.068298198,4.536870003,2689.57991,385.6043782,117.8238274,390.1575652,805258.5541,812785.0759,0
3,3,263,6.439149857,5.211820126,26.56509972,6931,-0.572170973,3.791049957,2651.136968,349.9746936,90.22745323,296.4917299,805613.0964,812689.8257,0
3,3,369,8.370699883,42.31299973,30.96380043,7516,-0.306901991,3.525779963,2595.112502,176.7716154,114.5189909,131.0217624,805274.4291,810245.0708,0
3,3,350,16.05190086,30.99539948,344.7449951,7326,0.363689989,2.855190039,2930.811228,271.0980822,116.4110311,572.9250148,805158.0122,810477.9046,0
1,2,11,8.123990059,34.44440079,45,7997,-0.33723399,3.556109905,3068.913027,80.8239424,103.4351343,483.4548939,806031.1389,809123.2352,0
3,2,10,5.763820171,23.12459946,180,7617,3.122859955,7.709350109,1286.931353,63.08446172,380.6075989,410.6048787,806131.6808,809192.027,0
3,3,329,6.438809872,23.81480026,63.43489838,6630,-0.918797016,3.44453001,963.2640458,375.3025056,458.4190892,484.869109,804062.635,809832.32,0
2,3,351,6.110960007,30.87030029,225,6807,-0.971476972,3.497210026,2742.593068,648.1464776,460.0004478,690.0397321,803925.0514,809832.32,0
3,3,329,12.71899986,9.520629883,63.43489838,6699,-0.225647002,2.751379967,2666.016903,566.3634332,469.5240484,597.7713813,803845.6762,809991.0703,0
3,3,371,7.332009792,13.61419964,258.6900024,7453,-0.441058993,3.659940004,2723.330598,430.8244896,314.6214079,640.278216,803120.7165,808842.7763,0
2,3,381,12.87370014,34.10070038,173.6600037,7239,0.826569974,3.778599977,2765.818211,568.3026957,381.8557115,759.6696805,802887.8827,808504.109,0
3,3,368,11.41320038,11.65919971,0,7284,-0.337242991,2.862970114,2896.59358,413.1589491,228.6070106,559.3819933,802972.5495,808684.026,0
3,3,68,14.56610012,14.80519962,240.9450073,6530,0.261781991,2.957089901,2925.347382,186.4663736,84.44372134,268.7445774,802120.5895,808488.234,0
3,1,11,11.41479969,13.95009995,90,7383,0.00947793,3.209399939,2215.163588,405.8089498,138.075022,410.1725859,802850.8409,807054.1894,0
2,3,237,12.72070026,8.120759964,206.5650024,6732,0.121060997,3.09781003,1999.978161,118.1106491,48.11466462,125.2795599,803009.5912,807668.024,0
2,3,157,23.82110023,11.91559982,59.03620148,7448,0.445268989,2.080460072,1907.345283,514.7379859,92.35726849,262.511864,803354.4904,807790.0712,0
2,3,159,6.111810207,29.71590042,225,7417,-0.971336007,3.497060061,3236.52203,406.3206375,64.37730078,465.5984647,803395.8837,807879.6911,0
3,3,13,10.11859989,58.7378006,261.8699951,8098,0.984669983,4.431429863,2401.722009,104.6228911,127.7836967,127.4361193,803993.8432,807567.4821,0
2,3,355,4.082489967,14.72239971,135,7077,1.049049973,6.328700066,2294.331263,217.5211967,279.7236623,352.1140299,804089.0934,808795.1512,0
2,3,381,10.11709976,41.43669891,351.8699951,7348,-0.114093997,3.332969904,2462.430154,300.8139894,332.0734519,509.8723147,803649.8842,808959.1932,0
3,3,458,10.1171999,28.91970062,261.8699951,7090,-0.114082001,3.33295989,3324.811834,500.5391054,239.8605506,1757.678722,804575.9277,809578.3195,0
2,1,23,16.05349922,20.33169937,254.7449951,7062,0.017223099,2.508510113,3877.326853,452.4220314,302.0526916,2124.868108,802310.4284,806679.1418,0
2,3,222,12.72070026,8.415189743,63.43489838,7162,2.318289995,5.295040131,4445.524205,488.1480545,287.6960952,2003.223463,803140.5602,807687.8678,0
3,3,214,10.11870003,38.2038002,225,7325,-0.113935001,3.332809925,19.39359515,676.2462962,252.8920198,885.0166661,803107.4873,807965.6808,0
3,3,396,14.56369972,37.41529846,330.9450073,7012,1.360219955,4.05588007,64.97091196,244.8171392,262.168276,322.3101514,802912.3567,808577.531,0
2,3,374,14.16259956,42.29560089,53.13010025,7207,-0.114099003,2.639830112,21.01924083,167.775382,401.0649731,1691.635043,802730.4553,808709.8229,0
2,3,83,16.05400085,2.555639982,254.7449951,7015,0.36383,2.855050087,0.107147114,103.8714441,368.3893187,1426.806247,802181.4437,808488.234,0
2,3,413,7.332039833,26.37529945,101.3099976,6288,-0.441055,3.659929991,23.26747437,148.7640016,422.4382349,1656.710498,803292.696,809063.7039,0
3,3,297,2.043910027,31.64039993,135,7087,-1.03034997,5.635519981,74.48651628,241.5279655,327.0314824,1134.794554,803931.0045,810621.4414,0
2,2,3,6.439119816,26.40909958,63.43489838,4780,0.9,7.3,14.32360178,513.0418938,232.0087899,1699.420373,804056.6819,812453.6846,0
3,2,5,0,0,300,2381,0.9,7.3,61.85957882,609.3660752,164.5207503,1514.277871,804291.5,812738.1123,0
3,2,5,2.043989897,23.40999985,225,5496,-1.723459959,4.942339897,61.87951197,390.4908871,276.5948451,1668.193591,804099.6767,812738.1123,0
3,2,2,4.562799931,32.86619949,71.56500244,6740,0.9,7.3,92.86833228,20.91362115,244.4610106,1632.277315,804007.0724,813187.9048,0
2,3,3,0,0,300,8170,0.9,7.3,616.2697383,978.487474,382.8795838,1087.197231,804192.2811,813211.0559,0
3,2,4,0,0,300,1633,0.9,7.3,732.562276,513.6099239,547.5837186,260.3128518,804026.9162,813065.5348,0
2,3,331,4.562809944,28.48139954,198.4349976,6902,-0.225586995,4.830760002,43.64738726,314.9049076,214.3822187,530.2064484,805723.5602,813227.5924,0
2,3,321,0,4.172259808,300,5565,0.9,7.3,204.2524849,293.4939859,156.1486917,718.2516009,805138.1684,812708.3466,0
