landuse,Geology,DEM,Slope,Curvature,Aspect,NDVI,SPI,TWI,dis2catchment,dis2drainage,dis2road,dis2faults,X,Y,label
2,3,420,39.14083481,37.59161377,172.8749847,6737,1.750047088,2.161976099,210.4864049,425.9669702,230.6327375,1333.752234,808190.1839,813890.282,1
2,3,500,36.8825798,30.27926254,137.7263184,6009,1.322216868,1.896659017,69.31455863,360.4533069,140.1091409,1432.776825,808286.1777,814052.4569,1
3,3,554,46.50371933,38.79634094,253.3007507,6994,1.31537807,1.210350633,77.19587325,309.4893844,141.5209834,1495.601587,808483.2714,813782.2388,1
2,3,89,42.29971313,30.65695763,303.6900635,6314,1.168466568,1.357262135,194.6144752,235.1359647,297.4245589,1524.724178,804442.9701,813617.6936,1
2,3,297,44.42181778,39.957798,101.8886566,7344,1.589254141,1.629621744,185.4268954,258.8592353,251.1292381,1506.151522,805717.0759,813832.3174,1
2,3,318,45.44736099,41.78601074,153.4349518,6384,1.62505424,1.593821526,20.23123779,111.2062193,359.7837255,1237.621734,807458.0761,812707.4839,1
3,3,322,39.90613556,50.35857773,264.8055725,6153,2.123831034,2.481338978,47.43045886,93.83048223,406.4347088,1276.416824,802728.0482,808397.5304,1
2,3,219,42.94129562,13.44547558,319.3987122,7342,1.190940022,1.33478868,7.361189683,174.4677327,446.5256211,1291.692671,802365.8197,808912.3921,1
2,3,40,26.43095207,67.70035553,336.0375061,8120,0.91042918,2.308446646,47.34513233,22.47196168,3.825061014,2055.175813,802052.8432,810696.3737,1
2,3,277,38.25167084,34.33876419,129.8055725,7548,1.371667504,1.847208381,49.26197983,194.4813288,607.7584207,1598.750234,806717.373,811219.9763,1
2,3,283,40.629879,47.62202454,90,7582,1.456296802,1.762578964,7.999369047,136.1530218,618.330183,1538.838385,806706.0041,811219.8427,1
2,3,51,6.111159325,48.53528214,45,6839,2.073078394,6.541695118,43.56846608,138.744565,199.4674192,1874.640422,804985.7744,811625.9967,1
3,1,11,42.00957108,40.29779053,191.3099365,6604,1.504862189,1.714013696,903.6503569,482.0136973,383.1264786,379.5609054,820093.4604,819054.7892,1
2,1,19,21.75214767,62.47161865,124.6951523,7419,1.037225127,2.874797821,9820.542291,470.4926512,82.46824726,336.0201879,823289.3264,819992.5386,1
2,1,22,30.48046875,47.989151,210.9637604,7123,1.079405546,2.139470339,10116.75672,23.68153173,40.63828189,145.5490603,822434.0476,820530.4936,1
2,1,211,32.55361938,16.59072113,288.4349365,5990,1.160626769,2.058248997,1922.187651,762.55328,849.8988245,894.6499373,817341.429,818461.9627,1
2,1,217,28.21318817,35.35797501,311.1859131,5990,0.986733615,2.23214221,1931.5467,771.6552455,858.8000079,904.2990631,817343.1396,818452.4231,1
2,1,89,32.2673645,21.58773422,87.70938873,7187,2.53587985,3.455584764,2019.390323,778.2432358,853.7446289,963.9278479,819549.059,819408.3558,1
2,1,143,39.61692047,44.79294586,142.4314117,6973,1.073843718,1.451884985,2020.153334,776.9321074,852.0584784,964.0657758,819618.4898,819642.2493,1
2,1,82,35.51757431,22.50652504,81.86989594,7085,1.272223711,1.946652055,191.5566321,681.9252476,12.12012914,1094.41707,820663.5496,819824.3317,1
2,1,80,32.75637054,30.1155014,295.559967,6992,1.168416262,2.050459623,181.9351999,684.3993739,3.107338644,1103.534741,820520.7057,820492.1895,1
3,1,33,41.73891449,41.18917084,61.26020432,0,1.14878428,1.376944423,3.133911876,579.5113474,189.8248081,436.6687075,821779.3403,819311.4187,1
2,1,58,37.37091827,33.74590683,97.59464264,6241,2.033075094,2.572094917,13.72030708,510.6901447,102.6549009,937.0146919,821608.8777,819929.0191,1
2,1,17,34.46865082,70.7301178,107.1027298,0,1.23325336,1.985622525,8.69713659,476.6473336,166.3504565,1054.599308,821591.1626,820383.326,1
2,3,19,4.56247282,47.8798027,18.43494797,7223,-7.070274353,15.9555769,2239.637911,288.8473784,320.3341985,435.1214021,816387.7436,809248.6692,1
3,3,149,10.11742783,31.14792633,135,7764,-0.460633099,2.986361742,22.45191454,0.767667867,121.9441915,1310.923068,810577.995,810825.6853,1
2,3,51,32.87734604,39.14041901,218.6598053,7309,1.173052073,2.045823812,571.8055304,85.21622646,102.0442742,475.4654807,803379.086,813143.297,1
2,3,149,25.89346886,11.58332062,278.9726257,7352,0.540150404,1.985578299,485.0142098,30.82662001,146.60804,585.2259585,806923.614,813187.423,1
2,3,67,34.47193909,42.02835083,216.0273743,7871,0.886802793,1.63892591,303.3018369,98.20751941,43.38193792,946.4276106,804010.6198,807865.9495,1
2,3,118,29.72887421,53.86299133,135,6848,2.147785664,3.2683146,361.7919262,265.949206,64.21405874,794.8823728,806558.7792,815282.3791,1
2,3,123,36.9762764,54.58847427,140.4403381,6707,0.979048133,1.54668057,399.5726669,365.38192,75.05965202,748.1243565,806540.4573,815273.5843,1
2,3,80,38.59252548,11.37515831,251.5650482,6615,1.037312746,1.488415956,9.963052078,324.1692197,10.44938499,1172.45501,806376.4153,815155.3153,1
2,1,22,51.69112015,42.54265594,175.4260864,6822,1.84515512,1.373720765,9552.26595,1108.926861,71.06386333,467.1037181,823856.6685,821145.1398,1
3,1,86,30.34201431,35.0057373,82.56858826,6973,0.727296591,1.798432112,25.8314231,286.9910084,41.33177351,307.2193476,821886.2665,821074.0612,1
3,1,53,31.97672081,36.96730804,75.96375275,6591,0.791747332,1.733981371,372.5686805,557.1128947,96.28283921,669.6421223,818026.827,812222.9643,1
2,3,211,46.51838684,16.8531208,158.9624939,5959,1.662464261,1.556411505,490.9800009,1.821211625,184.6378487,550.2343218,811439.1166,810505.1249,1
2,3,192,31.55028152,30.8271904,260.5376892,6167,1.814838648,2.790331602,414.9804585,5.79076612,188.5003977,652.4612283,803258.662,811323.96,1
2,3,82,31.55316353,16.90010643,260.5376892,7679,1.121804237,2.097071648,247.467792,23.29677671,111.3191695,1030.452132,804032.9571,807843.3914,1
2,1,139,32.27096939,32.03469086,357.7093811,6638,1.149724722,2.069151163,19.87621245,608.9875813,184.6659744,1431.874087,814333.7965,817373.1516,1
3,3,74,14.56526661,38.29613876,150.9453888,6979,2.053482056,4.748912811,501.2526133,590.0066382,142.059932,57.83030065,812836.1492,814848.3362,1
3,3,62,31.20306206,42.56820297,90,6716,1.108058453,2.110817432,542.3572443,551.6289318,103.7806823,99.06452395,812565.548,814929.9835,1
2,3,62,31.20306206,42.56820297,90,6716,1.108058453,2.110817432,74.04052107,346.1680883,0.527905661,787.5958012,812567.2678,814929.9636,1
2,1,12,45.4143219,40,142.7500305,5776,1.277327299,1.248401284,3415.101634,805.6387555,56.7895735,1120.123446,820288.3563,815328.8305,1
2,3,187,38.59188461,37.62748718,198.4349518,6996,1.037289858,1.488438845,21.72028642,107.6647205,345.3005521,1231.266134,807406.5767,813908.3775,1
2,3,473,43.86098862,66.83368683,209.9315186,7395,1.569668293,1.649207473,14.95975515,606.7767145,177.2350989,1438.723176,814126.234,815164.0852,1
3,1,196,32.87939835,45.63909149,128.6598053,6956,0.82655704,1.699171662,422.9986928,59.21075115,296.8270034,779.1366383,818458.0481,817400.1991,1
3,2,15,50.5552063,39.9498024,175.2363586,0,1.804577827,1.414297938,3223.176522,978.181067,49.11959743,1306.357853,820065.3095,810163.6771,1
2,2,119,31.37904358,47.68620682,294.4439392,7417,1.11497879,2.103897095,2846.311555,142.2147722,250.0577258,375.6059755,808807.985,816210.3021,1
2,3,498,39.77609634,23.74672318,194.0362396,6307,2.178108931,2.544844389,44.86050671,544.8377007,164.0551001,1487.700314,813551.571,815871.5011,1
2,3,267,26.78159714,18.57396126,216.8699036,6512,0.925712645,2.293163061,76.98855033,353.2414392,2.33677594,790.8207801,811994.869,813614.8907,1
2,3,180,43.95756149,47.35638046,263.9909973,7375,1.573041797,1.645834088,130.2286309,308.7610973,113.1812022,1091.668704,813825.1494,811750.8041,1
3,2,37,31.54948425,48.21783447,170.537674,6804,1.121660352,2.097215414,3535.755135,656.7322314,29.27551948,1694.451387,819437.3144,809629.514,1
2,3,666,41.74049377,24.29608345,28.73979568,6672,1.148839712,1.37688899,775.047213,103.8028488,70.89519562,631.3941359,809857.4218,812718.7619,1
2,3,149,44.42152023,44.63541794,55.49147797,6758,1.242670298,1.283058405,1902.14012,30.37257077,11.59538569,360.388848,811730.2373,813272.0278,1
3,3,434,32.31134796,21.94986725,28.61045837,7008,0.804711759,1.721016884,450.636794,61.3299998,279.1951208,759.4250151,815147.9175,815503.3725,1
3,1,242,42.54010391,62.67805099,148.4957275,7017,1.176892042,1.348836541,429.9037873,63.28248972,288.859511,775.3808005,815843.7693,815501.4858,1
3,3,12,38.9789238,49.71648407,86.42366791,6630,1.397698045,1.82117784,8.638785279,837.6026279,174.338709,749.6295655,820284.4909,815375.9021,1
3,1,17,54.88897705,39.97016144,152.5255737,5286,1.615121484,0.910607159,7.413678031,896.1566543,243.1202017,697.3132565,820329.5632,815013.7252,1
2,3,103,21.10924911,55.06425858,78.69007111,6803,1.350805402,3.254364729,187.161496,103.3552369,207.1685423,627.9967258,819812.4721,814550.9265,1
2,3,144,38.0791626,56.3934288,104.9314194,6912,1.36547029,1.853405476,137.9082935,299.4074563,121.3001705,1078.733674,811910.2722,810590.2936,1
2,3,339,35.51799393,34.50792694,81.86989594,7617,0.925665557,1.600063086,166.0600301,11.75081147,111.3769357,775.3610256,811615.3848,811064.9907,1
2,2,17,31.24838638,62.15369415,135,5736,1.109842896,2.109032869,98.67428745,13.24535083,221.5385114,998.6970114,808141.2606,808113.7297,1
3,3,128,37.13150787,44.20599365,143.1300964,7216,0.984682143,1.5410465,27.41824829,217.6714533,179.2518429,1695.068324,804781.2303,808240.0078,1
2,3,242,37.1315918,22.96483231,90,6655,1.331258655,1.887617111,119.4093745,432.0490286,120.872579,1053.205601,804308.765,808405.7512,1
2,1,185,44.77722931,45.20397186,172.6942444,6919,1.601661563,1.617214203,357.5876618,544.3004888,131.319804,680.4012946,816998.3316,811885.1439,1
3,1,188,35.24518204,62.06504822,180,6919,1.262153029,1.956722856,380.9352844,548.4136931,93.95056646,660.8904084,817014.008,811891.7763,1
2,3,142,21.7525959,39.84353256,145.3048401,7184,0.690674245,2.52820158,496.3370101,392.0421697,175.1518619,548.5922103,816952.4438,811628.6952,1
2,3,82,42.64442444,35.45700836,189.462326,7478,1.180546403,1.3451823,3469.361069,720.1865528,28.88486996,1567.808071,817796.0687,809338.1506,1
3,3,91,33.2689476,23.13689423,180,7203,1.187998414,2.030877352,3568.457333,792.2486638,146.6294014,1304.463251,817790.9437,809356.5403,1
2,3,219,43.59969711,45.42854691,237.9946136,6780,1.213965058,1.311763644,20.08649514,498.4104423,18.89514312,1899.21515,811169.5383,810671.5977,1
3,3,172,22.14348984,29.32811737,7.125015736,7501,3.543567419,5.341734886,1587.397933,45.40093239,603.2352561,177.2601309,807768.8354,815397.7637,1
2,3,212,38.59259415,25.81777382,251.5650482,6891,1.03731513,1.488413572,1522.86758,16.10768415,551.107302,267.5750982,807767.0607,815286.5223,1
3,3,332,42.94454575,62.39714432,257.4711914,7994,1.191053748,1.334674954,1462.206944,13.99668605,316.8300187,575.2958629,808009.5826,815078.8437,1
3,3,387,40.2348671,40.86677933,342.6459656,7505,1.442330956,1.776544809,1494.396748,91.60072433,185.9680019,679.8491881,808131.9387,815032.0124,1
3,3,347,30.57427788,31.29679871,289.9830933,6976,0.736573935,1.789154768,1701.953976,61.7757863,251.5038077,531.9463058,808232.6793,815216.0225,1
2,3,406,37.93674088,32.84231949,119.0546036,6703,1.013773441,1.511955261,2188.323752,263.3394924,29.17269612,304.0874967,808657.9472,815497.672,1
2,3,401,41.74192047,22.11171532,118.7397919,6959,1.49546349,1.723412395,2148.622877,245.3271167,61.49741807,350.2698211,808655.2969,815447.0077,1
2,3,402,47.17695618,39.52826691,100.7843018,7363,1.338927627,1.186801076,2061.362078,220.0352295,65.11424973,451.4627419,808638.3091,815343.9566,1
2,3,379,39.19542313,40.28276062,68.19859314,7276,1.05884552,1.466883183,2072.08112,173.4223059,107.7586593,461.5033111,808679.1481,815319.2755,1
3,3,401,47.03551102,34.18719864,299.5778503,7974,1.333976746,1.191751838,2362.895151,249.0412137,62.35493531,461.0690118,809163.314,815192.1714,1
2,3,396,30.15688705,13.70458221,87.51044464,6860,1.066445351,2.152430534,2669.511131,699.1134605,357.2325734,470.5829447,809619.7365,815049.3534,1
2,3,377,28.63306618,61.49145508,146.3099365,7000,1.004240274,2.214635611,2677.120207,758.4894553,413.4239729,480.1953348,809670.1361,815017.9606,1
2,3,377,36.21595001,42.4695015,91.97493744,7000,1.297895908,1.920979857,2662.20208,758.6121318,408.0147937,495.0279421,809662.0837,815005.2462,1
2,3,150,39.48816299,29.65860748,62.6501236,7669,1.415840268,1.803035498,2732.924008,536.9027988,385.922349,343.481399,810170.4918,815006.4655,1
2,1,38,31.55292702,43.1066246,9.462321281,7174,1.121795058,2.097080708,3614.876701,59.25034802,26.98557778,275.3446179,809120.1601,816937.858,1
2,1,71,27.06854057,31.63011169,290.2248535,7307,0.938117087,2.280758858,3436.012917,222.4966362,34.09593578,392.9466096,809032.3007,816769.4008,1
2,1,103,35.82278061,27.16156387,323.5307617,7570,1.283468485,1.935407281,3451.541794,164.2374044,90.20114734,501.5071995,809155.6457,816705.8368,1
2,2,134,30.4829731,46.75894547,300.9637451,6343,0.732932031,1.792796612,3036.514353,188.9924114,110.9725683,565.4143725,808931.1636,816356.5951,1
2,1,157,40.77878952,48.96765137,159.4439545,7161,1.461553693,1.757322192,3145.637329,302.3226026,67.10339904,609.7999313,809208.5967,816285.4341,1
2,2,183,34.28961563,63.73445892,38.9909935,6740,1.226548195,1.992327571,2956.150339,301.2596532,15.63689566,408.2762241,809141.0675,816094.9567,1
2,1,57,36.97672272,48.95841599,103.5704346,7233,0.979064405,1.546664238,3830.370613,577.3817551,145.0191885,339.3637528,810274.2358,816159.5966,1
2,1,233,42.07983398,24.74593163,153.4349518,7001,1.160754323,1.36497438,3318.463831,524.9289524,46.38591322,316.8161032,809920.0495,815777.2377,1
2,2,223,38.16820908,22.60338974,84.47245789,5920,1.022096753,1.503631949,2759.781531,236.044508,53.29971149,191.994415,809079.2073,815887.6429,1
2,3,275,45.16312408,37.0125351,107.5255661,7574,1.268558383,1.25717032,2426.495611,124.3686722,123.8337372,144.7277592,808916.5146,815582.94,1
2,2,109,23.25737953,41.22801208,229.7636414,7071,0.418397546,2.107331038,2939.855116,39.98001245,266.9923533,468.7933693,808771.1978,816345.4585,1
3,3,262,29.77709579,50.52103806,311.4236755,7647,1.051126838,2.167748928,1949.640559,90.83185191,344.3705459,245.4569822,808246.2991,815505.8051,1
3,3,220,45.2170372,46.06502914,22.0678997,7687,1.270440459,1.255288243,1759.735932,27.49777402,467.2926342,363.1543427,808079.8512,815383.5235,1
2,3,224,40.63212585,40.65168381,270,7261,1.109802485,1.415926218,1917.091362,85.30841092,444.6803041,225.034695,808147.9803,815525.6916,1
2,3,180,35.52023697,34.19607544,225,6773,0.925748348,1.599980354,1899.099617,67.71786705,546.6627968,203.3619127,808050.2102,815556.1982,1
2,3,158,38.59273148,30.08555031,251.5650482,6968,1.037320137,1.488408566,1872.959451,41.39404404,574.7710274,186.8939259,808008.5549,815553.6181,1
2,3,123,31.93621063,20.28169632,238.2405243,6607,0.790172875,1.735555768,1827.087405,27.88949877,532.599095,89.28934141,807914.2567,815602.0366,1
2,3,131,34.28938293,46.82803345,231.0090027,6607,1.226539493,1.992336273,1836.377458,41.84307691,517.6319519,76.7998451,807913.5504,815617.7177,1
3,3,391,42.07971191,22.57399178,333.4349365,7410,1.160749912,1.364978671,2175.744174,348.8458867,62.30169964,305.0338454,808579.29,815546.9994,1
2,3,395,37.34343338,41.50430679,235.7843018,6243,0.992359817,1.533368826,2299.772799,392.4969234,56.49561283,178.4888134,808629.6947,815665.1864,1
2,3,385,38.39602661,27.04577827,232.7651672,5855,1.376846433,1.842029333,2287.533103,409.8070908,78.49545122,189.1419157,808606.5611,815667.5374,1
3,2,76,24.56393814,61.29847336,353.6598206,7761,1.925141573,3.490958929,1979.497937,139.9224746,230.6430239,152.3569249,807845.1234,815901.2293,1
3,3,90,31.63814354,29.64607239,214.9920197,6290,0.77855432,1.747174382,2664.997889,208.3299366,58.91407808,506.076013,811513.8795,815092.2657,1
1,3,153,37.93649673,31.99966812,299.0545959,5569,1.01376462,1.511963964,2665.113406,138.3799831,17.06621803,424.0568571,811650.1332,815024.9816,1
1,3,151,34.72170639,26.92169952,303.1113281,6891,0.896129549,1.629599094,2704.546829,128.7892094,32.25614038,337.3193673,811709.1198,815060.4149,1
1,3,142,42.36615753,31.39510727,75.57922363,7213,1.170795918,1.354932666,2701.225405,122.9557655,35.22699679,330.6717035,811778.8799,815084.7221,1
1,3,118,16.84888649,6.257902622,0,7243,0.414917022,2.803958893,2664.871366,81.24582007,23.53671873,315.4400354,811669.8208,815243.4229,1
1,3,117,23.18511009,48.02193832,225,7335,2.370927811,4.066823959,2665.783659,79.79042008,34.13712241,304.6849707,811650.1364,815207.9314,1
2,3,93,31.63819122,64.21954346,214.9920197,7534,0.778556049,1.747172594,3463.712073,117.4426748,39.4993265,159.8807449,811622.1571,815189.9033,1
2,3,102,32.31124115,62.83233261,298.6104736,6561,0.804707587,1.721021175,3219.328817,620.7601904,107.6354343,121.3931304,811551.7148,815278.0196,1
1,3,99,48.91982651,15.45324612,219.6441803,7335,1.400120974,1.125607729,4131.657884,1112.836569,30.16668788,139.4512543,811611.5628,815204.6246,1
2,3,102,32.87830734,45.50295639,321.3401794,6884,0.826515317,1.699213386,2644.12641,218.2831937,50.40213977,528.4903244,811587.7025,815135.1493,1
2,3,85,28.16306877,52.81148911,8.130101204,7369,1.677779794,2.927390337,2720.656784,267.5816784,124.7435254,514.69616,811575.7441,815161.6875,1
2,3,83,30.89172363,47.42990875,207.6459808,7211,1.095760703,2.123115063,2710.828043,258.4114687,113.9627121,524.3227402,811552.2519,815206.968,1
2,3,85,34.14239502,16.19049835,225,7014,0.874448717,1.651279926,2654.307037,357.6022914,161.9010214,438.1985516,811538.3275,815213.1753,1
2,3,73,32.71826172,51.16335297,315,7202,1.166954041,2.051921844,3204.882638,95.48780781,268.7939874,352.8734945,811508.9687,815153.4513,1
2,3,67,35.85531998,3.036951065,114.7751389,6416,0.938091516,1.587637186,11.48205842,301.7113745,50.33027886,523.4055508,811919.3258,815373.5395,1
3,3,58,32.55674362,37.11064529,108.4349518,6754,1.160747051,2.058128834,30.19588192,459.6263243,92.27593462,430.3474252,811933.764,815381.1833,1
2,3,122,27.94977379,16.05586624,267.2736816,7164,0.62909013,1.896638513,2397.640867,88.61491612,43.5361839,345.9156639,811667.7262,815155.7844,1
2,3,76,30.34381866,32.04255676,82.56858826,6416,1.073942304,2.144933462,29.96916009,22.15056968,35.87856545,169.8426263,811902.9154,815392.5898,1
3,3,74,35.10860443,65.32620239,21.03750992,6781,1.257090926,1.961784959,70.3500363,134.3689829,28.3172888,28.525276,811867.0008,815475.7976,1
2,3,89,39.80161667,49.48095322,358.2642822,5641,1.426975846,1.79189992,156.6589463,288.9677433,99.83192435,277.2323669,812062.961,815196.5323,1
2,3,85,38.73160934,34.79546356,335.8544617,5929,1.042288899,1.483439803,8.472120366,445.9435925,155.6740156,409.6725328,812084.0993,815210.1212,1
3,3,78,47.78809738,58.74530411,15.94539547,7341,1.706914783,1.511961102,15.09603648,712.5541695,24.16417867,561.1877501,812143.4878,815191.6672,1
2,3,87,37.3735733,41.38266373,277.594635,6881,1.340024114,1.878851652,46.0327291,44.48359893,346.7912362,1410.141385,812306.8797,815542.7189,1
2,3,139,31.42233086,8.418081284,231.7098389,5744,0.770103991,1.755624652,49.61894026,739.9812529,168.8837537,640.372556,812370.4624,815638.3444,1
2,3,187,37.93685913,22.02866936,240.9454041,5505,1.360351324,1.858524561,130.3848629,615.7274172,23.45015327,455.3995907,812405.7954,815737.2476,1
3,3,85,32.878582,13.13907337,231.3401947,5742,1.173099399,2.045776367,35.78018478,225.2000791,67.28806489,104.6524702,812186.2853,815702.6509,1
2,3,134,39.61986542,39.48855972,217.5685883,5468,1.420521975,1.79835391,160.2372492,208.0260375,22.59426734,200.4434378,812290.473,815716.1715,1
2,3,176,33.69421387,25.62920952,299.4758911,5777,0.857556045,1.668172598,9.44263259,586.3842724,25.64255435,1527.288366,812380.3449,815767.47,1
2,3,159,35.65526199,21.40586281,309.2893982,6157,0.930728018,1.595000625,165.9618002,260.9548874,56.67498763,240.5600625,812367.7471,815795.6078,1
2,3,162,32.87862778,35.83521271,321.3401794,6157,0.826527476,1.699201226,98.63474295,514.4183538,67.89797951,435.8600736,812381.8393,815800.6407,1
2,3,200,31.42238617,46.41980362,308.2901611,5750,1.116679668,2.102196217,27.86990419,825.9750817,195.9998894,763.6983101,812426.8001,815756.1832,1
2,3,109,28.37393761,32.46442032,322.594635,6617,0.993455887,2.225419998,33.48716493,176.1922264,192.0201842,1203.549241,812269.5137,815837.4426,1
