landuse,Geology,DEM,Slope,Curvature,Aspect,NDVI,SPI,TWI,dis2catchment,dis2drainage,dis2road,dis2faults,X,Y,label
2,3,322,38.07913208,53.08454132,255.0685883,6687,1.365469098,1.853406787,350.3325565,110.3301807,269.9816057,290.1305321,808828.941,810531.577,1
3,3,270,35.68606949,48.44119263,288.4349365,7571,1.278436661,1.940439224,296.0440361,44.13552691,296.8012178,342.8526257,808820.0278,810311.8305,1
2,3,267,29.91824341,42.84686279,254.7448883,7571,1.056833744,2.162042141,333.182683,33.37196074,195.1934035,269.9808417,808814.0119,810301.534,1
2,3,154,29.91819954,18.98280907,52.12501526,7749,1.056831956,2.16204381,317.7157919,19.02307492,175.9493041,258.7938019,808358.4689,810204.7953,1
3,3,140,49.36281967,59.86800385,162.3498688,7688,1.762321115,1.456554651,140.3775107,71.42409389,142.2675404,498.6000421,808357.603,809968.2873,1
3,3,120,19.64023972,70.84280396,81.86989594,7375,1.272216797,3.332953453,171.9271276,98.45968918,173.3707866,457.7311135,808355.8049,809855.2665,1
3,3,92,33.57699966,31.51285172,98.74616241,7227,1.199693561,2.019182205,226.3860274,32.43523448,226.7420006,381.4115962,808330.7594,809279.7081,1
3,3,117,33.07339859,16.30345917,54.46232224,7149,0.833972573,1.691756129,219.4954795,59.03443065,220.7835047,426.5477944,808270.7949,809323.9761,1
2,3,53,27.94729424,57.4871521,92.72631073,7647,0.975559175,2.24331665,239.8442083,29.2643255,176.8327799,352.7402981,808837.3707,809485.8757,1
2,3,50,35.55095291,30.30097389,42.13759613,7079,0.92688185,1.598846793,446.7535576,203.4025814,302.9972339,28.20734672,808951.6887,809312.5121,1
2,3,156,31.20045471,5.709450245,90,7347,1.454529285,2.457493782,391.0580189,120.3265545,235.7285918,135.6713794,808175.729,809359.9323,1
2,3,142,28.57899475,20.17601013,103.3924942,7406,2.100607634,3.315492868,537.7420852,112.9591881,95.63033647,255.6116584,808202.6199,809385.3011,1
2,3,158,30.70834732,16.45232201,102.2647705,6801,0.741910219,1.783818483,798.5050731,196.9148194,6.231454905,191.2730723,808169.6405,809333.0414,1
2,3,121,32.75572586,9.645956039,205.559967,6938,0.821818054,1.703910708,787.8391649,182.2842752,3.765282494,174.5521931,807628.6312,809545.3873,1
2,3,120,30.47982597,31.82675552,210.9637604,6889,0.732806325,1.792922378,787.4845837,180.2605643,7.880267642,167.3139445,807633.4106,809537.9527,1
2,3,76,21.10764122,57.62483978,11.30993176,7299,1.697295427,3.601022005,768.2776418,155.4750447,4.121454272,119.8245315,808094.1956,810017.5993,1
2,3,65,33.23057556,37.86779404,254.3577576,7360,0.839964211,1.685764432,639.2902133,141.2805305,64.72370653,271.3302351,808138.7366,810487.2536,1
2,1,59,46.25368881,50.57780075,322.853302,6335,1.306640148,1.219088435,770.3157564,157.9760343,4.339237989,103.5686449,808039.7493,810411.292,1
2,1,62,51.86651611,8.521121979,303.6900635,3526,1.504879236,1.020849466,780.5498312,170.7295312,0.587436757,81.11905078,808025.2387,810388.4151,1
2,3,81,51.50086594,58.98513412,231.5198059,6808,1.491760373,1.033968329,733.1782976,274.2221398,59.46508097,266.6327079,808070.6148,810548.1313,1
3,3,69,53.28834152,52.63414001,250.2011261,4821,1.902878165,1.315997601,764.3316566,205.2129896,55.45615546,363.329813,808063.6998,810532.5724,1
2,3,56,37.37101364,75.64656067,262.405365,3019,1.339931488,1.878944397,8.93599676,87.05168042,131.8108478,258.9581435,808057.1222,810513.409,1
3,3,85,56.41723251,53.94206238,261.3268127,5573,2.018963814,1.199912071,113.2739101,24.66071272,24.24298648,221.4475286,808037.048,810612.5278,1
3,3,100,56.73865128,64.25036621,257.5740662,4731,2.031166553,1.187709212,31.47286915,45.54687844,30.04035319,200.2465249,808037.6242,810624.3411,1
3,3,97,60.11801147,49.8318634,253.1416016,4731,1.816932678,0.708796084,52.24501192,32.24650433,21.15105099,199.9163586,808038.0564,810621.892,1
3,3,89,47.59001923,53.10555267,244.0256042,6164,2.046543598,1.86547935,69.71708733,93.83324216,73.28081395,117.6161146,808038.9208,810605.1806,1
3,3,94,59.42297363,21.93270493,249.9439087,6305,1.789045095,0.736683547,68.19727146,87.18295296,72.77938716,124.8272597,808061.1357,810586.6644,1
3,3,101,57.51643372,33.49423599,223.6980438,6164,1.714372516,0.811356187,47.45513803,185.6436958,76.05995834,11.33928859,808054.7678,810600.4265,1
2,3,83,47.71079636,46.87910843,279.2461243,5825,1.704203963,1.514671803,58.62497562,86.60725755,89.54501434,71.53144132,808030.1329,810666.8399,1
3,3,94,29.91840553,54.94587326,285.255127,6158,2.848599672,3.953795195,80.72101562,35.74941992,52.58694606,120.9244493,808041.2258,810654.4504,1
3,3,98,41.83021164,64.16856384,291.5014343,5918,1.498564839,1.720310926,85.60057161,36.34616462,50.06413634,119.7129063,808039.7852,810645.3744,1
2,3,98,43.04689026,62.20682907,271.5481567,4731,2.639821053,2.776279449,14.89227782,125.5272731,143.0794452,32.68478591,808038.0564,810641.9168,1
3,3,75,58.28530121,57.74262619,273.5763245,4731,2.090757847,1.128117919,14.57280391,53.25024773,114.8965027,98.24082946,808023.0738,810639.6118,1
3,3,66,41.39395142,27.84091187,203.6293793,6873,1.136655688,1.389073014,18.39497137,57.38876759,149.6001453,77.70226983,807995.4135,810679.8056,1
2,3,133,38.9766655,66.21403503,273.5763245,7644,1.39761734,1.821258545,49.73341909,70.47985694,183.9300271,49.45076698,808099.3131,810998.8853,1
3,3,130,33.34729767,56.07173538,274.3987122,7191,1.884125113,2.721045017,48.13596177,56.63869888,179.5182715,63.02864956,808095.4093,810967.6552,1
2,3,126,40.77604675,28.98111534,290.5560303,6509,1.461457014,1.757418752,15.12111887,66.56109564,242.4628617,33.52590253,808094.4334,811037.9229,1
2,3,79,33.07429886,32.60074234,144.462326,6068,2.566874743,3.424589872,13.42686597,192.0713602,126.3175806,138.2254096,807547.5299,811185.0154,1
3,3,68,44.01596451,28.18818092,139.2363892,6068,1.228508234,1.297220469,40.39786163,205.490572,124.664617,50.12840097,807562.0576,811176.8347,1
2,3,70,31.24527931,54.08776093,106.9275131,6269,1.109720588,2.109155178,15.08482424,204.6044396,181.7995821,91.60769522,807540.1955,811078.3846,1
2,3,207,33.95544052,45.6288414,102.9946136,8050,1.213988781,2.004887104,9.287502753,172.1964554,215.2000573,63.9459069,807776.6336,811960.8363,1
2,3,211,46.79495621,41.12694931,84.55966949,7565,1.672134638,1.546741128,2.847823782,160.8175794,218.7076558,54.83898902,807570.824,811988.2871,1
2,3,214,32.75687408,35.29782867,101.3099289,7727,2.208156347,3.090161085,35.81352155,156.5079259,227.1934571,38.82601738,807566.5972,811936.3578,1
2,3,196,42.01086426,20.23852539,78.69007111,7847,1.158333898,1.367394805,33.37615148,173.4178789,210.7613386,56.5834052,807590.9516,811920.8595,1
2,3,192,41.74007034,26.70482635,81.86989594,7847,1.148824811,1.376903772,22.77940134,133.9018778,240.7965757,22.7390979,807595.7823,811914.2174,1
2,3,196,42.01086426,20.23852539,78.69007111,7684,1.158333898,1.367394805,25.64681051,122.619354,232.4763848,10.96808181,807591.3542,811921.4633,1
2,3,190,36.9745636,56.63122559,103.5704346,7847,1.325559616,1.893316269,12.46861337,166.3609837,202.406216,63.74254679,807601.2167,811901.9395,1
2,3,143,24.29590416,56.40821457,116.5650482,7277,0.81410563,2.404770136,7.041549425,141.6460501,217.9056348,39.19945576,807511.2321,811702.5389,1
3,3,111,31.42041969,67.72451019,231.7098389,8011,1.11660254,2.102273226,44.18025083,165.3796274,178.680833,65.33856442,807516.0644,811572.4584,1
2,3,343,53.7928772,23.05727196,244.8552094,6395,1.921302915,1.297572851,51.89320896,163.2112788,174.807904,62.71445761,809401.1512,810563.6331,1
2,3,295,40.82445908,35.25426865,263.2901611,6841,1.116591573,1.40913713,63.28501721,157.3357332,170.339488,54.60651176,811147.7713,810971.8662,1
3,3,141,41.46310806,34.7159996,358.3634338,6849,1.485662222,1.733213544,86.5403326,136.4033777,152.5971822,49.21862205,807978.0102,809585.4162,1
3,3,212,44.62737274,41.53122711,212.4711914,7863,1.24985671,1.275871992,93.99183484,143.6983369,139.5905042,61.86520417,809591.4995,810282.0834,1
3,3,274,36.5982399,31.96047401,99.78240967,7623,2.00501132,2.60015893,93.95076288,213.0644705,109.2740294,126.7992816,809610.7662,810436.9707,1
2,3,204,31.5501194,38.29815292,189.462326,7682,1.121685147,2.097190619,49.30890475,191.2136337,45.3982495,149.6172407,810274.2922,810982.2928,1
2,3,133,35.85242844,14.96701527,347.9052429,6683,0.937985182,1.587743521,43.34879609,303.4036247,46.84006051,38.93884465,807670.876,809608.4439,1
2,3,153,35.51839066,43.61333466,135,7348,1.272253871,1.946621895,179.6026536,83.67151383,83.91504997,727.0717406,814987.7727,811860.3047,1
2,3,149,22.67163277,47.8033371,115.0168915,7975,0.389938176,2.135790586,20.03853458,228.7572073,378.481644,1068.271315,814592.527,811846.5863,1
2,3,80,30.48055267,64.6703949,149.0362396,7763,1.079408884,2.139467001,8.002042677,301.5289997,195.3709961,1173.56094,813662.6003,811113.3509,1
2,3,304,42.29863358,51.46637726,199.440033,7533,1.515002251,1.703873515,82.43164368,96.28905454,128.5255795,836.0500699,812889.6089,811561.8164,1
2,3,79,33.2696228,16.96547508,90,7464,1.188024044,2.030851841,151.1474809,164.9371255,227.0708164,689.5328697,812416.0898,810746.1754,1
2,3,158,42.45090485,45.57439804,204.4439545,7269,1.173766375,1.351962209,90.96311898,21.94462138,101.980849,429.3000138,811804.3485,810578.6074,1
2,3,144,35.8196907,69.59468842,233.5307617,7492,1.283354878,1.935521007,94.98893511,15.75366062,104.2158269,435.464193,811812.9489,810538.4722,1
2,3,171,34.10324097,22.96356773,206.5650482,7520,1.219550967,1.999324918,111.8391729,47.66612385,133.5543304,459.1294729,811772.2112,810625.4526,1
2,3,219,45.62205505,40.62984848,212.9052429,7724,1.284579873,1.241148829,110.3801183,52.740745,142.6910275,468.145441,811756.8408,810748.8577,1
2,3,212,43.95702362,33.6245842,222.8789063,7467,1.226449609,1.299279094,127.5646894,17.42058793,138.9036411,475.669785,811768.3284,810732.3156,1
2,3,203,36.97393036,6.68302393,219.5596619,7048,0.978962898,1.546765804,129.2958798,13.96276433,141.6645888,480.2764297,811628.1458,810654.4712,1
2,3,265,39.13922501,32.42707443,172.8749847,6705,1.403416038,1.815459728,143.9980072,24.08567375,132.0656502,494.611513,811580.5372,810773.2814,1
2,3,262,33.57772446,42.52167511,171.2538452,6705,1.199720979,2.019154787,162.9497739,35.96521223,110.9328284,517.4030292,811578.2266,810771.3712,1
2,3,193,41.83013535,12.67412376,139.5739288,6842,1.498562217,1.720313549,154.0578133,30.03201425,95.17860331,529.5958999,811492.625,810500.6069,1
2,3,151,45.84712601,37.63421631,120.9637604,7076,1.292438865,1.233289719,143.7356126,40.32500658,84.39872535,542.614149,811512.9981,810449.561,1
2,3,136,39.37992859,34.83394241,135,7110,1.065416217,1.460312486,122.7358316,35.93213474,67.11590293,571.619567,811533.0316,810452.2774,1
2,3,173,36.05065155,42.68177032,146.3099365,7206,1.291838169,1.927037716,113.480321,32.16460774,60.90974471,584.1055183,811458.0775,810444.316,1
2,3,181,35.03647995,25.66543007,149.7435608,6568,1.254414201,1.964461565,153.8601027,54.36270845,95.55477849,538.8456414,811415.1366,810445.7586,1
2,3,204,38.07911682,42.97982407,165.0685883,6640,1.365468621,1.853407264,63.1582295,96.57849633,59.73976156,564.1812822,811450.2309,810500.4942,1
3,3,202,33.57759476,20.00261879,171.2538452,6695,1.199715972,2.019159794,20.57535284,22.02415652,14.06993414,815.2441948,811334.2822,810505.4311,1
2,3,200,29.43501663,22.36692238,153.4349518,7034,0.690653384,1.835075259,23.66790718,26.5010236,139.9397155,621.4482579,811329.3658,810499.2855,1
2,3,200,36.97385788,29.35144806,193.5704346,7080,1.325533867,1.893341899,36.83100386,7.789845103,146.9007592,619.6323974,811269.5489,810516.9028,1
3,3,198,37.09711456,44.17813873,205.7099609,7080,0.983434498,1.542294145,32.99465481,17.55109642,20.49357809,937.8376658,811276.5138,810507.8893,1
2,3,336,38.1657486,13.04829979,84.47245789,7617,1.36858201,1.850293875,24.43053583,181.6865635,19.64553864,540.7917201,811612.986,811095.2611,1
2,3,349,34.71972656,13.87934685,123.1113434,7742,0.896055818,1.629672885,17.25674523,187.7761477,19.10882887,550.8692456,811596.883,811054.1665,1
2,3,373,42.29836655,24.80403709,250.559967,7065,1.168419361,1.357309341,35.42766655,168.962538,40.2616813,568.6494012,811367.9014,811055.6296,1
2,3,351,42.36411285,33.06011581,255.5792236,7162,1.517297864,1.701578021,11.21901923,165.6718991,15.18674846,576.245067,811267.8318,811193.3718,1
2,3,420,41.55670547,32.46551132,184.8990936,7358,1.142380118,1.383348584,27.74490451,153.3838902,31.7951584,586.0286858,811625.7415,811729.3382,1
2,3,390,45.21506882,40.91150665,202.0679016,7433,1.616945267,1.601930618,28.9005312,140.1118832,34.18432872,600.5341729,811386.4664,811660.0942,1
2,3,404,41.44103241,22.07049179,239.0362396,7152,1.138312101,1.387416601,33.46676952,127.9042764,38.68733328,613.77538,811311.1308,811752.2379,1
2,3,455,36.97452545,28.89839172,230.4403381,6804,1.325558066,1.893317699,42.10367369,123.4218587,47.39533209,616.3297107,811358.3033,811831.307,1
2,3,364,42.94287491,39.96978378,167.4711914,7311,1.537568808,1.681307077,127.9706303,127.9482597,118.6245373,627.2174333,811788.9278,811907.1514,1
2,3,372,44.62779236,28.18781281,212.4711914,7065,1.596444845,1.622430921,47.09725173,83.05804672,52.67171985,676.2268108,811356.7258,811071.6258,1
2,3,348,37.55130005,47.98719406,203.1985931,7285,1.346449137,1.872426748,163.7676769,53.02961749,114.6885931,707.7018683,811312.7211,811056.4128,1
2,3,262,33.26990509,40.59059525,180,7702,0.841461182,1.684267521,137.4465363,161.5406893,207.2722871,681.989194,812096.5519,811330.7814,1
2,3,283,42.09991837,46.29527283,234.090271,7142,1.50803256,1.710843325,28.30186759,164.5129829,261.0891783,1267.588372,812712.0479,811653.3294,1
2,3,280,39.40707779,50.04226685,280.6196594,7446,1.41295588,1.805919886,11.90984298,13.63730667,268.0918061,928.1395102,812707.8997,811629.5717,1
3,3,118,38.72821426,4.769530773,257.2756348,5938,1.388741136,1.830134749,112.6681132,53.29195908,172.6756616,994.518198,808251.6527,808619.7316,1
2,3,106,33.69071198,7.406986237,240.5241089,6186,1.203997135,2.01487875,113.6499091,53.28596795,182.2762488,999.8857014,808243.5572,808578.6314,1
3,3,309,33.26968002,19.62315178,270,7115,1.18802619,2.030849695,273.4300356,286.6978294,150.1462206,71.76404113,803531.0136,810865.4712,1
3,3,97,39.13954544,32.73125076,262.875,7173,1.05685401,1.468874693,314.4542683,326.9062381,109.7756892,73.49889002,802845.9022,811399.5525,1
2,3,130,34.17733383,42.76841736,138.0127869,6708,0.875761211,1.649967432,108.8415241,122.2112397,144.2684542,42.99454455,802942.0388,811375.4688,1
3,3,179,34.46899033,31.20516586,233.9726257,6441,0.886692524,1.639036179,64.58132126,76.77719738,98.76454549,98.52078065,803019.6942,811481.384,1
2,3,173,37.55148315,12.58931446,203.1985931,6392,0.999882102,1.525846601,149.9480887,162.6758075,185.0559318,32.38046345,803098.7351,811411.1603,1
3,3,201,35.51818466,7.851348877,188.1300964,6352,0.925672591,1.600056052,116.8362283,130.4075029,154.8662471,116.1518309,803141.7314,811443.7448,1
3,3,173,36.31113815,22.86375999,254.0546112,6070,1.301379442,1.917496443,140.5045504,151.7732141,166.5891676,138.9595608,803125.3767,811374.6782,1
2,3,183,36.34334183,2.326823473,202.1663513,5629,0.95598352,1.569745183,192.9662721,183.5157642,205.5914285,194.5465481,803158.2983,811364.7397,1
2,3,188,34.71986008,8.073802948,259.5085144,6167,0.896060765,1.629667878,144.0504264,154.9985834,126.7922187,137.3948432,803253.8535,811321.2098,1
2,3,191,38.92221832,12.88042164,270,6100,1.395673513,1.823202252,230.1738689,171.4596425,29.63569266,264.2106699,803259.3778,811301.9438,1
2,3,217,39.19333649,23.31922913,248.1985931,5729,1.058771253,1.46695745,148.3539684,173.4367458,47.31909316,154.58399,803312.4538,811286.3669,1
2,3,179,34.2872467,40.56942368,231.0090027,6308,1.226459503,1.992416382,194.7185983,200.6827694,45.08879548,322.5694153,803242.7317,811276.0738,1
2,3,170,39.38034821,18.26232338,225,6308,1.41200459,1.806871176,1015.51597,219.8258785,41.92287718,688.217043,803243.7142,811262.3319,1
2,3,214,40.6299057,29.80812645,241.9275208,4766,1.456297636,1.76257813,1009.124716,215.3283649,36.86585385,696.0874187,803309.5268,811273.5241,1
3,3,173,38.25168228,24.09115028,219.8055725,5836,1.371667862,1.847208023,16.74352896,111.0629046,173.5189103,435.9134503,803265.8868,811240.2518,1
2,3,215,40.77615356,17.31900406,249.4439545,5902,1.46146059,1.757415175,66.24453379,378.7437753,65.18393029,327.1846168,803325.956,811237.9598,1
2,3,233,39.61753845,31.36445045,232.4314117,5900,1.073865652,1.45186305,9.684330705,518.4177014,10.00729184,263.7046249,803352.7634,811229.6041,1
2,3,225,37.67025757,27.46588326,258.6900635,6168,1.004169941,1.521558762,171.6237031,29.89928952,96.37738206,12.11829272,803366.4272,811197.3774,1
3,3,239,48.45645523,18.9799614,296.5650635,6715,1.730384707,1.488491178,638.6106891,19.17486256,191.567364,311.3684309,803391.7224,811068.992,1
2,3,227,30.15505981,43.55237579,325.6196594,6771,0.719798446,1.805930257,250.1949652,41.26428629,230.7927336,398.2494152,803350.7343,811068.1101,1
3,3,230,41.39411163,28.82020187,283.240509,5599,1.483234882,1.735641003,250.5205726,30.63172527,251.0965909,388.8354641,803272.0068,810977.6649,1
3,3,216,40.58067703,48.72093964,315,6541,1.454558849,1.764317036,218.4352145,276.0312124,40.67029607,420.1177779,803241.2103,810965.1399,1
2,3,230,41.39411163,28.82020187,283.240509,5599,1.483234882,1.735641003,21.9089028,43.31576922,21.81675644,689.5549831,803271.7568,810977.7629,1
3,3,215,43.29530334,23.59725189,262.3039551,6541,1.20332396,1.322404623,22.34476987,69.16826269,17.43245253,804.8133634,803236.094,810951.9874,1
3,3,268,30.15500259,42.67709351,272.489563,6205,1.066369653,2.152506113,31.85821139,75.44139926,27.17404884,795.1472083,803322.9199,810945.0081,1
3,3,224,39.48604584,24.45612717,229.9697418,6465,2.10891223,2.49625802,39.9726174,80.84252827,35.6296768,783.2045172,803259.4237,810920.848,1
2,3,241,38.83976364,36.52572632,212.1957397,6018,1.392728448,1.826147437,23.90608976,291.7213704,66.00787516,670.8541029,803284.4379,810928.2881,1
2,3,228,43.29528046,38.88444901,249.6235657,6501,1.549896717,1.668979049,55.18175831,230.7117439,57.65593825,717.9119955,803282.7362,810904.1198,1
3,3,258,38.39350891,15.2011652,279.1623535,6390,1.376756191,1.842119575,143.3292822,260.8111246,195.3695219,665.7380834,803416.6119,810775.8654,1
3,3,295,32.5545578,14.51511765,288.4349365,6132,1.160662889,2.058212996,121.5161969,299.564707,211.0277043,633.9029089,803493.9968,810816.0741,1
2,3,306,34.46867371,31.64619064,287.1027222,6450,1.233254194,1.985621572,111.8667687,287.6696256,239.0496449,616.6462342,803517.5856,810834.6354,1
2,3,216,39.13926697,25.11164284,172.8749847,6787,1.056843996,1.468884706,106.8963372,243.7599246,202.6411579,647.382947,803294.7809,810861.437,1
3,3,232,39.9024353,27.8991909,174.8055725,6787,1.083979249,1.441749454,14.50152343,323.4949208,226.6085729,524.964313,803310.5682,810878.4373,1
3,3,213,39.13926697,11.34407616,172.8749847,6787,1.403417587,1.815458298,43.57444348,334.7001374,239.3539909,531.483213,803310.4977,810856.0001,1
2,3,255,35.31343842,20.39930725,175.9143829,6084,1.26467967,1.954196095,21.63401675,370.3452076,195.7924758,486.6882392,803335.633,810914.0537,1
3,3,258,38.16565704,7.975814819,174.4724579,6084,1.368578672,1.850297093,23.81791238,250.0998969,210.8066541,586.2875002,803345.4797,810922.3985,1
2,3,251,35.24469376,5.737587452,180,6111,1.26213491,1.956740856,6.647095284,350.9984153,138.5704524,404.8201941,803362.6146,810912.2442,1
2,3,263,35.2447052,20.83467674,180,6812,1.262135386,1.956740379,35.61299591,171.0568199,97.56697333,629.5611502,803401.6523,810927.6053,1
3,3,366,35.85309982,57.0880928,294.7751465,6415,0.938009799,1.587718844,26.50646086,213.2277641,157.1922819,595.2042678,803653.3125,810949.2616,1
3,3,306,38.05046082,19.44568443,268.1524048,6590,1.017864704,1.507863998,27.05881162,242.0705378,188.0987248,571.0144823,803530.2636,810946.8103,1
3,3,342,42.79454803,26.0334568,287.4471741,6814,1.185803175,1.339925408,96.74307259,226.8438614,111.1684532,575.2892784,803590.8545,810921.5859,1
3,3,335,42.42934036,20.21124268,276.3401794,6623,1.519584298,1.699291587,154.5325538,310.9723587,122.8348568,392.6627693,803570.024,810895.8435,1
3,3,301,36.88080215,47.5043602,340.3461609,6938,1.322152138,1.896723628,163.4896716,299.9662981,116.0801828,381.0766479,803638.6959,810540.2803,1
3,3,282,32.55443573,21.31319809,341.5650635,6635,1.160658121,2.058217764,161.7208694,264.5270596,71.37826449,348.985904,803571.4138,810560.0922,1
3,3,272,31.63600731,37.19673157,325.0079651,6450,1.125044346,2.093831539,175.9005406,240.7094514,53.50181118,325.3496464,803527.0822,810557.7383,1
2,3,299,38.59011078,24.17251587,288.4349365,6087,1.037226439,1.488502264,16.30778549,164.4574556,12.75649178,595.0164264,803618.0385,810465.7721,1
3,3,285,39.13903427,35.6342392,240.255127,6522,1.403409123,1.815466642,20.32706697,174.3125039,9.650085137,219.3239797,803579.4908,810408.8819,1
3,3,264,29.43500137,9.191953659,153.4349518,7211,0.690652847,1.835075855,73.40026579,148.7931183,2.25673102,192.9599372,803502.881,810465.4591,1
1,3,258,36.97381973,14.4794426,193.5704346,7060,0.978958964,1.546769738,81.72421104,145.0639719,2.626729536,187.6704329,803435.4051,810437.6341,1
2,3,230,39.87639236,55.20777512,244.9831085,6490,1.429628968,1.789246798,20.82409254,54.47072591,189.8699747,493.8776461,803638.1973,810225.4706,1
3,3,229,44.11278152,51.43167114,231.3401947,6141,1.231889606,1.293839097,15.60928484,63.50278757,38.20348062,790.7367698,803650.3836,810212.0093,1
2,3,265,26.60635185,25.35503197,310.9143677,6108,3.31598711,4.698679447,46.62783341,554.5131138,44.33347308,319.7755259,803736.8528,810138.0578,1
2,3,247,41.5558548,39.6680603,85.10090637,7731,1.142350197,1.383378506,426.2155314,130.8884332,158.9511542,105.7147908,803591.2166,810111.9253,1
2,3,269,35.24425888,25.30159569,270,6615,1.955265999,2.649904251,800.563268,203.30177,1.42859257,205.5225168,803698.3275,810029.2517,1
2,3,266,38.72893524,23.79390717,282.7243652,6615,1.042193413,1.48353529,12838.34774,717.4830202,21.76693204,549.6964153,803696.7092,810020.7189,1
2,3,213,54.86955643,57.01890564,16.5043602,6526,1.960974813,1.257900953,12797.29889,337.18298,334.2707956,308.4149558,803443.8752,810127.0376,1
2,3,220,46.1024437,62.09972382,29.05460358,7233,2.746542215,2.669558048,12878.37629,395.4231569,389.2767177,333.5857645,803427.2917,810125.9669,1
3,3,216,45.41052246,13.15021896,354.2893982,7050,1.62376833,1.595107436,13096.54217,620.8898135,212.5030645,405.9613269,803212.6934,809994.2648,1
2,3,185,38.16523361,14.74832439,42.39743805,7528,1.021989942,1.503738761,12310.12,1310.691921,321.4108952,794.930071,803172.2882,810093.9677,1
2,3,96,39.69532013,14.65804672,340.4633484,6861,1.423202276,1.795673609,11790.80611,771.2963551,140.7582225,1367.019573,802858.0123,810289.7909,1
2,3,46,34.46853256,13.38450527,287.1027222,7442,0.886675417,1.639053226,12147.15772,1144.225471,322.6364382,959.4717613,802955.2651,810544.4325,1
2,3,32,43.59971237,30.51840401,327.9946289,8120,1.213965654,1.311763048,11252.29248,277.154181,115.6678221,1135.73416,802047.4385,810698.9136,1
2,3,38,34.46860886,64.67119598,323.9726257,8120,1.23325181,1.985624075,11601.37401,599.4173431,98.30262786,1515.000982,802054.6963,810699.8944,1
2,3,36,12.87195492,54.65689468,6.340190887,8005,2.079196692,5.031499386,11161.11341,306.4591317,148.7227511,991.4227932,802072.6005,810715.8716,1
2,3,31,32.71613312,57.10457611,315,8005,0.820298791,1.705429912,10919.98878,49.92154772,200.1393346,822.5498718,802071.9582,810725.5911,1
2,3,20,35.85292435,20.14569473,24.77514076,0,1.284577012,1.934298873,11399.49775,469.1285027,41.15607269,1234.497837,802326.732,810599.5379,1
3,3,27,42.53749847,44.67915726,58.49573135,0,1.523374319,1.695501566,11458.53442,528.0774354,95.20225714,1289.093645,802359.4249,810546.4446,1
2,3,28,31.24501801,36.71275711,45,0,2.496004581,3.495460033,11184.65832,112.9402473,79.3940528,1203.932593,802372.2406,810526.3057,1
2,3,110,37.09709549,32.00106812,115.7099533,7643,1.330007434,1.888868332,11880.80415,827.7244579,257.1520111,1250.713626,802235.0173,810469.1148,1
3,3,97,38.07907867,21.12687874,104.9314194,7861,1.018893719,1.506834984,10437.67712,689.2891476,16.29132975,262.5553507,802237.2527,810424.5584,1
2,3,21,38.59014893,27.85342598,55.30484772,0,1.037227631,1.488501072,11695.7298,557.9452813,166.8761823,895.001783,802373.5424,810536.0015,1
1,3,32,31.93385696,21.91230392,21.37062263,8287,1.136654973,2.082220793,11698.24106,458.3054443,0.89598388,619.6326413,802229.8193,810635.2294,1
1,3,97,28.63106728,37.68608475,56.30993271,8212,1.004157424,2.214718342,10486.21012,732.4872856,23.31342984,220.0294794,802061.9928,810519.2767,1
2,3,90,33.07397842,21.15831184,35.53767776,8212,0.833994567,1.691734076,12095.03046,56.87553425,15.24012029,520.9799561,802068.6126,810525.7425,1
2,3,123,27.94771576,13.23226357,25.34617615,8116,0.975576937,2.243299007,9847.216237,668.7567801,378.785952,421.6067837,802085.6181,810449.5868,1
3,3,151,31.2448597,8.331819534,343.0724792,6994,1.109704018,2.109171867,11995.65697,250.9110145,15.0544144,767.8758117,803028.4507,810183.1003,1
1,3,78,31.63589478,34.53119278,34.99201965,7651,0.778466344,1.747262359,11979.88673,224.2930772,12.15721749,701.6561692,802999.7133,810322.2653,1
2,3,149,43.95672607,23.61643028,42.87890244,7712,1.226439118,1.299289584,10950.45509,527.9137169,129.2232301,360.2852101,803183.666,810166.7448,1
2,3,197,22.14153481,42.56808853,330.255127,6909,1.403403521,3.201766729,10806.70294,175.880705,137.4995006,438.9512051,803076.7493,810101.431,1
2,3,90,27.0655899,62.65196609,327.0947571,7127,0.93799001,2.280885935,10816.54806,297.0344273,34.40603205,392.2339865,802781.635,809873.7198,1
2,3,182,40.82382202,50.51870346,353.2901611,6261,1.463142753,1.755733132,7943.085966,1613.137249,89.2505303,545.038308,802923.8787,809753.1917,1
2,3,144,59.77968597,50.41252136,358.3153076,4993,2.14988327,1.068992496,5975.775359,1036.68868,360.787119,1160.651272,803692.3796,811606.0321,1
2,3,102,24.29587555,67.22890472,333.4349365,7178,2.200398684,3.791065693,7133.548754,1091.862088,148.9129355,1046.628851,803498.9671,811634.6407,1
3,3,127,36.34349442,18.49785042,329.0362549,6773,0.955989182,1.56973958,7133.373666,1086.030349,153.656305,1052.002951,803386.7909,811672.1675,1
2,3,201,37.12823486,38.96693802,0,7173,1.331136942,1.887738824,5740.137644,775.5389181,253.9317419,1072.975313,803317.9756,811407.4877,1
2,3,109,44.75855637,3.441811323,284.7435608,7810,1.254436135,1.271292448,5967.326294,1028.464623,367.5555143,1164.062988,803282.9642,811634.9226,1
2,3,141,49.18984985,46.17149734,11.30993176,7944,1.756215453,1.462660313,6033.112835,1108.796625,356.7404084,1201.275255,803108.1054,811564.5865,1
